P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,failure
-107.06336301900743,0.8999037914560142,-0.7994097738835514,1.0822053917820555,0.7156431201732746,0.49336515904842265,-0.6404039374254379,0.07115314090631714,-0.03658207902698626,0.11303454451052623,-0.21430788734613862,0.3380351754932795,-0.0865399514725261,0.18364710392612926,-0.13597973280654507,0.2524193623430914,-0.6004016547279255,-0.11179980607610494,0.3326540828549133,0.49346656596804045,-0.2191911767698357,-0.13432184712648004,-0.18499124696273378,0.033115831276223986,-0.13485107477411654,-0.2697720558019189,0.15425024725782366,-0.08932999447328092,0.14264964742005307,-0.3175353684376802,0.06205706818668435,-0.1426800344685384,-0.1319325136609742,-0.1817925993365726,0.06536296584929997,0.009069088205469426,0.025928669930096307,-0.11043722852994976,0.055644246292498825,-0.1296347770432546,-0.08641609833613217,-0.09445551757431063,-0.03231795129905896,0.27713083962896445,0.22667545279889068,0.01030856664385039,-0.34105557518889745,-0.2509607273004987,0.27379869101275317,-0.19233455536334443,0
17.947079060376957,2.4694570222610577,-1.9530879285740435,2.4460461735824555,-0.10977367854794345,-0.7880260020696273,-0.11891411025422499,-0.20829053402109213,-0.2931999078212765,-0.197775961330116,0.023679034681639694,-0.07248529247272589,-0.26058967918246645,-0.3691937321216778,0.04111290022473607,0.09582541214055447,0.11350462845888315,0.27931964620289157,-0.13941519864624816,0.06381721442926776,-0.16256137758188133,-0.1998968314428559,-0.2750332646695423,0.6747279159357513,0.3487535801700163,0.2860884097690278,-0.06289755815989422,0.31590934305117,0.4336034353235597,0.1794906341223899,0.6794151810174158,-0.46656940288939786,-0.21210153019407454,0.36553661984136115,-0.0004751569296395387,0.015124423754595719,-0.10161356841111557,0.08907294872989824,0.07865890251080179,0.03675911018149211,0.02225657057368686,-0.11055900042565397,0.010361737366648966,-0.010525555995793252,0.035310601072183256,0.06230472310552992,-0.03465041464354262,-0.02186335116657442,0.0024417722647142653,0.04113083845944689,0
-107.0621423595221,2.059292814828244,-0.8343409251104478,-0.22474433308151862,0.5029412454394918,0.2186639802917505,-0.44278650980880707,-0.6053030081650114,-0.126557758335988,0.03828714774551648,0.1660135915101871,-0.04921511244462854,-0.2795220704230018,-0.15705467446291932,-0.13289359742835263,0.18162154487331778,-0.5458070650346539,0.5747371139040656,0.04314428556793934,0.6133433401618925,-0.5137026722253702,-0.0664567710452266,0.032764700647924576,-0.2734945920677383,-0.09656344078574892,-0.09301045647806346,-0.28501354628465814,-0.04767996159061623,-0.4267857104741177,-0.027999951209198962,0.036010387027800204,-0.0342451536868067,-0.18567237675637258,0.108963844437207,-0.01715775921625908,0.028103163564822252,-0.06573456693518799,-0.01680230327850286,0.09961531071400503,-0.09773454809709663,0.22229420845602177,-0.04756328885022282,0.02107775610241849,-0.2071943509994943,0.023941172506683452,0.00458720443372954,0.028166256231662218,0.13202442686017496,-0.15871187079290655,0.06711155383797639,0
-65.06229967444841,-0.27991082563010977,-0.1836005697024965,0.18880099311107815,0.5551482412365211,-0.051644333070056836,-0.1366607361109457,-0.498434704819902,-0.2529066833391866,-0.2410522761965823,-0.1643859664986305,0.05622825173048153,-1.0317287386774456,0.06168100592735144,0.2137134017768916,-0.07112738844193066,0.18515225511643357,0.13348249016147992,-0.31122665311882525,0.37322812108108877,0.4648847143075879,0.4199878353730086,-0.3436547257317516,0.30801866285812396,0.06370798358974976,-0.08922492021750465,-0.012626803965389974,0.41193981628387305,-0.10709551497555543,0.18473758371060536,-0.34283452239363454,0.35027805038649823,-0.06371332151581008,-0.17423649647112946,-0.16966441965394444,0.01200270886185819,0.04342448289138666,-0.03599071038897162,-0.026696460532405555,0.06744483912977602,-0.05723633366105302,-0.04074868883760911,-0.006129399946547921,0.036453500015486404,-0.006375334059689843,-0.04279424560630919,-0.03442163017438524,0.0027958035769261374,0.0008688408828879207,0.019317677282686595,0
-107.06269715432397,0.241880263506985,-0.8879226000586875,1.542470828556506,0.4425384887914597,0.11741776461013122,-0.33103469915424155,-0.7394396512973822,-0.18740697868565992,-0.13695814466457273,0.20263954970233908,-0.17090171277812377,-0.3368586655369535,-0.0609309862648776,-0.031854247641736895,0.2509599462679595,-0.4770746003630586,-0.0022783888126418775,0.2887127526313276,0.48771529154578963,-0.32847783998153113,-0.0910895009186403,-0.11712041917836265,-0.08380070250602947,-0.06280933431609917,-0.0420167826126952,0.004599066668194969,0.03405093391744376,-0.139983547027355,-0.25328898834593216,0.04414768813777277,-0.09804344458971943,-0.08083502623511221,0.08777796409691112,0.015290238506183749,0.011388561985901819,-0.02850021155723409,0.0019311194686155496,0.03355151256032202,0.008574439508690686,-0.007771907514182383,-0.042908952612369905,-0.013451475671007603,0.023285227519882566,0.04676463452050262,0.011666070143519957,0.005685550021930184,0.0011999241458624341,-0.02927179599101417,0.0065816126174840905,0
122.94075479395208,1.1164814375082974,-0.3671073641130607,-0.3476677028532318,0.4664635921762146,-0.1078214735503234,-0.7405403243695365,0.6389037671664171,-0.021976855282372344,-0.10025423121148862,0.2910306750782289,-0.13351146170771122,-0.12612433656617164,-0.41089241451159314,-0.2652362066280617,-0.4238819694523496,0.09548934067244413,0.03177933554586339,0.09280954519914567,0.030257274028117977,0.13898428588060854,-0.16200602024362765,-0.027524792697444282,-0.020732906028714717,0.030616540643518573,-0.320195176751407,0.10927184402445382,0.3254276924469077,0.25013738073705294,-0.450663130450978,0.1188105295255583,-0.3115705674407774,0.16530068720155605,-0.5105778931756326,-0.49162539724597937,0.03282465009421965,-0.08521063935848218,0.8097798297890076,-0.1318316269544921,0.060445936654650104,-0.13237015724905116,-0.09292975196108069,-0.1736455695240915,-0.10223969412255479,-0.11052934528574086,0.010510123563363524,0.08775530726366597,0.24238490463263884,0.07939825188932326,-0.3258944865571379,0
-107.06284328311325,2.0462425250671528,-0.8119267674800928,0.05909403836806223,0.7778162438425605,0.6327104158350826,-0.7255152811661039,0.2819749763055582,0.1073853065850816,0.041932628220682916,-0.22885527212676532,0.22394099829320593,-0.06681424795228905,0.21041926238120565,-0.13662819968882803,0.3173889976232416,-0.6431989697620675,-0.39369202883297516,0.43874352687885093,0.5671877051265962,0.007183620840920101,-0.241814679156342,-0.397578429704552,0.10737789526686961,-0.20940476427170324,0.3764828522175453,-0.007083125154902803,-0.060753275280584176,-0.1718797474054273,-0.22023839199052828,0.07830753139054293,-0.13587591082283304,-0.1784085063716951,-0.05279058691507672,0.24740956121471608,0.03481568283598685,-0.003433047846798273,0.03612406705933598,0.04878648584713056,-0.032310643073016995,-0.02310740185184795,0.020779145302724785,-0.0756755355637087,-0.010425830747631086,0.05591486306651028,0.007080388028692058,-0.04605659762708275,-0.06324124655366957,-0.10614852114425716,-0.017666217062879158,0
-7.057076783759287,-0.318554959417567,-0.8782707249528461,2.1015706480744214,0.41365069795287107,-0.30300060506400367,0.11721730191996646,-0.4916384759868965,0.19145798445525003,-0.9748367753172333,-0.6648396265165986,0.0041834700561343445,0.30638736669078936,-0.3501112082657567,0.7977159618648495,-0.11709255205561038,0.43288665374663937,-0.013770657102741795,0.13150682773235642,0.12631623611702636,-0.1740031598269677,0.31992635703934885,0.03710487285116637,-0.2778836704143907,-0.21196774407288113,-0.005744980353732642,-0.11022343531757633,-0.12373190680682031,-0.11308808940751493,0.03599660595035613,0.2622358114663517,0.0954583832073814,0.023386735788373927,0.049738545869247364,-0.019426547211657343,0.03760428746398444,-0.015315819011351024,0.037812417614668685,0.04696404426560914,-0.002611580714548652,-0.03157560945993984,-0.040912021536501704,-0.019047340958811745,0.007473410009448034,0.02837672152413901,-0.03925702639342421,0.010819433699532357,-0.02042378962301834,-0.007293528857404032,-0.0063841913829896,0
-94.05858103211762,2.246508867162011,-1.2040117209686523,1.1699034565869935,0.11211800241171845,-0.33575879338027254,-0.8198501792702297,0.6414489673577901,-0.03777873987873334,0.27783410777610357,-0.43009510488448743,0.386439992370445,0.502326899432047,-0.061672055418628614,-0.22142542261874532,0.07851402400896683,-0.10408125757268251,-0.17423581950483927,0.046838321924494386,0.014366658830709832,0.19105537339563272,-0.03150686748299406,-0.07065318950031602,-0.1666753525126985,0.9090831674479465,-0.24333804103681222,0.40554769041992883,-0.01862287702276865,-0.062262278038966216,-0.2965812035259439,0.03971968729547471,-0.3871945909213654,0.013218029317656277,-0.6775230597550973,-0.20564164191968703,0.09026617885020893,-0.041154683201711756,0.930414536316308,-0.21552463440610775,0.36613990643917604,-0.2270105088206671,-0.4393006887952088,0.6243991974764278,-0.26937772239117874,-0.2473161614962541,0.08980138382053773,0.15120242371123713,0.3519551080344207,0.30075532346970113,-0.31617786386253954,1
126.94083096951823,0.051793363975461415,-0.36027214098583665,0.5945578112833977,1.0543985347818512,0.009095222451611467,-0.10633525467533401,-0.053206789304703905,-0.5642375790113364,-0.09629398967832027,0.5087306355061453,0.16822120649752398,0.193579348768435,-0.33107659774931764,-0.29561545753996216,-0.2208300926374776,-0.05955398219414522,0.9275844208538664,-0.4627844956757548,0.11693962998048749,-0.1934805364821785,-0.2737219592047632,0.034676677003298136,-0.3131151146393206,-0.07808468673119107,0.20879053642375076,-0.06769441245527456,-0.058025182550638515,-0.3301468715642345,0.3205378352532907,0.03775273548094261,0.13719297631419103,0.23247635124240912,0.19466047700851405,-0.03955870998475699,0.8392782779528078,-0.24836104834141098,-0.10428710879033526,-0.5345699425139261,0.022376776933451,-0.3313586048920313,0.1504669467027658,0.09901009772329962,0.18154659909023932,0.13478685208926325,-0.06578498149711368,0.006287150988113744,0.024943786972851583,-0.04955836327947412,-0.05195787503052082,0
-107.06290534013256,1.2925775306046687,-0.824424295274086,0.7614949179543988,0.7477234871525297,0.630008114643004,-0.6720203633227556,0.18766673412135906,0.23105093295737217,0.13049189837656594,-0.36924483268297736,0.45664322587614203,-0.02783895618071651,-0.01747946803003929,-0.4388986481601113,0.03267086480131949,-0.4598053399032911,0.19950811016354186,-0.7533205777625421,-0.4245403107838822,-0.2988461582800917,0.06952362518098247,0.048020896437922,-0.01856813332004115,-0.12515638822007433,-0.20455407008697168,-0.18735623810451357,-0.12630632303245307,-0.17705907018783876,-0.01695130093377421,-0.026698615316314442,0.012400897867042173,-0.27614540670783244,-0.16479651185224878,0.09797158284777915,0.08597855081893892,-0.05160089104289852,-0.08547913389663502,0.20718054092769092,-0.15306058331565253,0.10607792648241204,-0.07332860961509471,0.005430972758865814,-0.11030273938787491,0.10895149423351023,-0.017340600880483514,-0.16791714627150753,-0.07567455516799487,-0.14887490575512982,-0.1896564135924218,0
-107.06280635509616,1.8149909558602362,-0.802741538103744,-0.12970171546166914,0.7637948807515017,0.6030882954987118,-0.5485314172742148,0.13749316366281025,0.3589606055235979,-0.20509401291953738,0.1931634791146214,-0.40494931585624766,-0.11105910461841949,0.25130449893300755,-0.3251733950791733,0.5435847865505223,0.5486808768573014,-0.22969274521680097,0.23722153748623073,-0.030880880687353795,0.24494506109945896,-0.27831566116457856,-0.2592568635457064,0.12107581352138395,-0.05808866068555033,0.2889429487816813,-0.22333927986604743,0.06398649711525926,-0.2583593517765283,-0.12297704690271294,0.1049053721281385,-0.06315258105149545,-0.07391990761309138,0.0515180555636198,0.06790090174573442,0.053604474346805174,0.012449644221216251,0.05838941436335951,0.028097087934932007,0.007049288242871772,0.01769878666509472,-0.0230928022449856,-0.04120478654564786,-0.010702581965295827,0.03044798272924921,0.013059049901212125,-0.026611275107004045,0.012656754330994273,-0.03711561134183993,0.01700359019868751,0
